UMO ID,FILE NAME,BIBID
81471588,case_hd_8055_i4_r67_box_011_fl_360_01_572.tif,
81471692,case_hd_8055_i4_r67_box_011_fl_360_01_573.tif,
81471787,case_hd_8055_i4_r67_box_011_fl_360_01_574.tif,
81471891,case_hd_8055_i4_r67_box_011_fl_360_01_575.tif,
81471986,case_hd_8055_i4_r67_box_011_fl_360_01_576.tif,
81472090,case_hd_8055_i4_r67_box_011_fl_360_01_577.tif,
81472185,case_hd_8055_i4_r67_box_011_fl_360_01_578.tif,
81472289,case_hd_8055_i4_r67_box_011_fl_360_01_579.tif,
81472384,case_hd_8055_i4_r67_box_011_fl_360_01_580.tif,
81472488,case_hd_8055_i4_r67_box_011_fl_360_01_581.tif,
81472583,case_hd_8055_i4_r67_box_011_fl_360_01_582.tif,
81472687,case_hd_8055_i4_r67_box_011_fl_360_01_583.tif,
81472782,case_hd_8055_i4_r67_box_011_fl_360_01_584.tif,
81472886,case_hd_8055_i4_r67_box_011_fl_360_01_585.tif,
81472981,case_hd_8055_i4_r67_box_011_fl_360_01_586.tif,
81473085,case_hd_8055_i4_r67_box_011_fl_360_01_587.tif,
81473180,case_hd_8055_i4_r67_box_011_fl_360_01_588.tif,
81473284,case_hd_8055_i4_r67_box_011_fl_360_01_589.tif,
81473379,case_hd_8055_i4_r67_box_011_fl_360_01_590.tif,
81473483,case_hd_8055_i4_r67_box_011_fl_360_01_591.tif,
81473578,case_hd_8055_i4_r67_box_011_fl_360_01_592.tif,
81473682,case_hd_8055_i4_r67_box_011_fl_360_01_593.tif,
81473777,case_hd_8055_i4_r67_box_011_fl_360_01_594.tif,
81473881,case_hd_8055_i4_r67_box_011_fl_360_01_595.tif,
81473976,case_hd_8055_i4_r67_box_011_fl_360_01_596.tif,
81474080,case_hd_8055_i4_r67_box_011_fl_360_01_597.tif,
81474175,case_hd_8055_i4_r67_box_011_fl_360_01_598.tif,
81474279,case_hd_8055_i4_r67_box_011_fl_360_01_599.tif,
81474374,case_hd_8055_i4_r67_box_011_fl_360_01_600.tif,
81474478,case_hd_8055_i4_r67_box_011_fl_360_01_601.tif,
81474573,case_hd_8055_i4_r67_box_011_fl_360_01_602.tif,
81474677,case_hd_8055_i4_r67_box_011_fl_360_01_603.tif,
81474772,case_hd_8055_i4_r67_box_011_fl_360_01_604.tif,
81474876,case_hd_8055_i4_r67_box_011_fl_360_01_605.tif,
